Category,Crop,QueryType,QueryText,KccAns,Refer
Green Manure,Cowpea,Seeds,Information Regarding seed management of  Cowpea crop?,"Seed Rate:
When sown for fodder purpose, use seed rate of 20-25 kg for variety of Cowpea 88 and seed rate of 12 kg for variety of CL 367.

Seed Treatment:
Before sowing, treat seeds with Emisan 6@2.5gm/kg of seeds or Carbendazim 50%WP@2gm per kg of seeds. It will protect seeds from seed rot and seedling mortality.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Seeds,Information Regarding seed treatment of  Cowpea crop?,"Seed treatment:
Before sowing, treat seeds with Emisan 6@2.5gm/kg of seeds or Carbendazim 50%WP@2gm per kg of seeds. It will protect seeds from seed rot and seedling mortality.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Plant Protection,Information Regarding control of Jassid and Black Aphid  in  Cowpea Crop?,"Jassid and Black Aphid: If infestation of jassid and black aphid is observed, take spray of Malathion 50EC@200ml/acre in 80-100 Litres of water.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Plant Protection,Information Regarding control of Bihar hairy caterpillar  in  Cowpea Crop?,"Bihar hairy caterpillar: Its infestation is high in month of August to November. To protect crop from this pest, take one row of sesame seeds around cowpea field at time of sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Plant Protection,Information Regarding control of Seed rot and seeding mortality  in  Cowpea Crop?,Seed rot and seeding mortality: It is caused by various seed-borne microflora. The infected seeds are shrivelled and discoloured. Infected seedlings are killed before these emerge out of soil and cause poor stand of the crop. For its control treat seed with Emisan 6 @2.5 g/kg seed or Bavistin  50WP @ 2g/kg seed before sowing.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Nutrient Management,Information Regarding necessary nutrition of Cowpea?,"NITROGEN--7.5kg/acre, PHOSPHORUS --22kg/acre, POTASH--0kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Fertilizer Uses,Information Regarding fertilizer requirement in Cowpea?,"UREA--17kg/acre, SSP--140kg/acre,MURIATE OF POTASH--Soil test required
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Cultural Practices,Information regarding less duration varieties of cowpea crop?, VBN 1 varieties is 55 - 65 days old.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Cowpea,Plant Protection,Information regarding cowpea sucking and pod borer pest managment?,Spray 5 ml of cipherin with 10 liters of water.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding Mesta?,"Mesta is herbaceous annual plant. It is an important commercial crop after cotton and Jute. Its origin lies in Afro-Asian countries. Stem or bark of plant is used for fibre production. Hibiscus cannabinus and Hibiscus sabdariffa are two species commonly name as Mesta. Hibiscus Sabdariffa is drought resistant variety where as in areas of rainfall of 50-90 mm canabiscus grow well as it is short duration variety. Maharashtra, Andhra Pradesh, West Bengal, Bihar, Orissa, Meghalaya, Karnataka and Tripura are major mesta growing states.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding sowing time of  Mesta crop?,May - June is optimum time for sowing of mesta crop.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding suitable tempararture of Mesta crops?,"The suitable temparature: Sowing Temparature- 25-28 degree, 
Normal Temperature- 25-35 degree,Harvesting Temperature- 20-25 degree, Rainfall- 60-90cm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding suitable time of  Mesta crop?,May - June is optimum time for sowing of mesta crop.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding soil management of  Mesta crop?,Mesta can be grown on variety of soil. It gives best result when grown on rich loamy soils. Acidic soil and waterlogging soils are not suitable for mesta cultivation. It can be grown on soils having pH 4.5-7.8.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding field preparation of  Mesta crop?,"Ploughed land thoroughly before monsoon to bring soil to fine tilth. After ploughing, make soil weed and stubble free. Then levelled soil properly. Add 2-4ton/acre of well decomposed cowdung at time of field preparation.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding spacing of  Mesta crop?,"Spacing:For good growth and yield spacing of ""30 cm x 10 cm"" is recommended.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding sowing depth of  Mesta crop?,Sowing Depth:Seeds are sown at depth of 2.5 to 3 cm depth.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding harvesting of  Mesta crop?,"Do harvesting at proper stage, early harvest cause reduction in fibre yield whereas delay in harvesting cause deterioration of fibre quality. Best time for harvesting is when crop is at 50% flowering stage. At time of harvesting, cut crop close to ground.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding post harvesting of  Mesta crop?,After harvesting do grading on basis of stem size. Tied them in bundle and keep these bundles in field for shredding of leaves.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Cultural Practices,Information Regarding method of sowing of  Mesta crop?,"Method of sowing:For sowing, broadcasting method is generally followed but line sowing is also proved to be beneficial.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Water Management,Information Regarding water management of  Mesta crop?,It is rainfed crop so it doesnt required irrigation. If needed provide irrigation depending upon weather condition and soil type.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Weed Management,Information Regarding weed management of  Mesta crop?,"Do weeding and thinning operation to keep field clean and weed free. Do first weeding operation on 21st day after sowing and second weeding operation on 35th day after sowing. Simultaneously complete thinning operation (remove weaken plants). To controlled weed chemically, apply Fluchloralin@800ml/acre, two to three days before sowing. Apply Butachlor@ 1200ml/acre or Pendimethalin@1-1.25ltr/acre immediately after sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Fertilizer Uses,Information Regarding fertilizer uses of  Mesta crop?,"For higher yield, apply Nitrogen@16kg/acre, Phosphorus@8kg/acre and Potash@8kg/acre in form of Urea@36kg/acre, SSP@50kg/acre and MOP@14kg/acre.Apply whole quantity of Phosphorus and Potash fertilizer and 1/3rd quantity of Nitrogen fertilizer at time of sowing. Apply remaining quantity of Nitrogen in two equal splits, first 21 days after sowing and second on 35 days after sowing at time of weeding operations.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta improved varieties?,"Hibiscus Sabdariffa: AMV 1, AMV 2, AMV 3,4, HS 4288, HS 7910 ( Suitable for growing in Assam, Meghayala, Tripura and West Bengal)
Hibiscus Cannabinus: HC 583 (Suitable for growing in West Bengal)
MT 150 (Nirmal): Useful for entire mesta growing areas. It is having superior quality and used for newspaper purpose. It gives average yield of 13 qtl/acre.  
JRM (Sneha): Suitable for entire country. It is resistant to pest and disease. It gives average yield of 10.5-15 qtl/acre.
JRM (Shrestha): It gives average yield of 12 qtl/acre.
AMV 7: Ready to harvest in 130-135 days. It is tolerant to moisture stress and resistant to pest and disease. It gives average yield of 10.5-13 qtl/acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta varietiey  Hibiscus Sabdariffa?,"Hibiscus Sabdariffa: AMV 1, AMV 2, AMV 3,4, HS 4288, HS 7910 ( Suitable for growing in Assam, Meghayala, Tripura and West Bengal)
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta varietiey  Hibiscus Cannabinus?,Hibiscus Cannabinus: HC 583 (Suitable for growing in West Bengal)  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta varietiey  MT 150 (Nirmal)?,"MT 150 (Nirmal): Useful for entire mesta growing areas. It is having superior quality and used for newspaper purpose. It gives average yield of 13 qtl/acre.  
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta varietiey JRM? (Sneha)?,"JRM (Sneha): Suitable for entire country. It is resistant to pest and disease. It gives average yield of 10.5-15 qtl/acre.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta varietiey  JRM? (Shrestha)?,"JRM (Shrestha): It gives average yield of 12 qtl/acre.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Varieties,Information Regarding Mesta varietiey  AMV 7?,AMV 7: Ready to harvest in 130-135 days. It is tolerant to moisture stress and resistant to pest and disease. It gives average yield of 10.5-13 qtl/acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Seeds,Information Regarding seed management of  Mesta crop?,"Seed Rate
For H. Sabdariffa required seed rate of 6 kg/acre and for H. Cannabinus cultivation required 5 kg/acre of seeds.

Seed Treatment
Treat seed with Mancozeb@3gm/kg of seeds before sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Seeds,Information Regarding seed treatment of  Mesta crop?,"Seed treatment:
Treat seed with Mancozeb@3gm/kg of seeds before sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Plant Protection,Information Regarding control of Aphid  in  Mesta Crop?,"Aphid: If infestation is observed in field, to control take spray of Dimethoate@2ml or Imidacloprid@0.25ml/Ltr of water. Or take spray of Thiamethoxam@0.2gm or Acetamiprid@0.2gm per Ltr of water.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Plant Protection,Information Regarding control of Green semi looper  in  Mesta Crop?,Green semi looper: If infestation is observed to control takes spray of Thiodicarb@1gm/Ltr of water or Indoxacarb@1ml/Ltr of water.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Plant Protection,Information Regarding control of Mealy Bug  in  Mesta Crop?,"Mealy Bug: For effective controlled of mealy bug, take spray of neem oil@5ml/Ltr of water when infestation is low. When infestation is high take spray of Profenophos@2ml/Ltr or Triazophos@2ml/Ltr water.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Plant Protection,Information Regarding control of Jassid  in  Mesta Crop?,"Jassid: To controlled jassid take spray of Imidacloprid@0.25ml or Thiomethoxam@.2gm/Ltr of water.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Plant Protection,Information Regarding control of Leaf blight  in  Mesta Crop?,"Leaf blight: If infestation is observed, take spray of Mancozeb@3gm or Copper Oxychloride@3gm/Ltr of water. If necessary take second spray with interval of  7 days.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Plant Protection,Information Regarding control of Yellow Vein Mosaic Virus  in  Mesta Crop?,"
Yellow Vein Mosaic Virus: This disease is spread due to white fly. Check for white fly infestation. 50 days after sowing take spray of Thiamethoxam@ 0.1gm/Ltr water or Imidacloprid@0.25ml/Ltr of water.","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Nutrient Management,Information Regarding necessary nutrition of Mesta?,"NITROGEN--16kg/acre, PHOSPHORUS --8kg/acre, POTASH--8kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Green Manure,Mesta,Fertilizer Uses,Information Regarding fertilizer requirement in Mesta?,"UREA--36kg/acre, SSP--50kg/acre,MURIATE OF POTASH--14kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding Barley(Jow)?,"It is quite significant cereal after wheat, maize & rice. Barley is cultivated in summer season in temperate area while it is sown in winter seasons in tropical zones. In India it is planted in rabi season. It possesses excellent drought resistance capacity.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding sowing time of  Barley(Jow) crop?,"For optimum yield, complete sowing from 15 October to 15 November. If sowing get delayed yield will get declined.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding suitable tempararture of Barley(Jow) crops?,"The suitable temparature: Sowing Temparature- 12-16 degree, 
Normal Temperature- 10-30 degree,Harvesting Temperature- 30-32 degree, Rainfall- 800-1100mm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding suitable time of  Barley(Jow) crop?,"For optimum yield, complete sowing from 15 October to 15 November. If sowing get delayed yield will get declined.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding soil management of  Barley(Jow) crop?,"Barley plants are cultivated on significant number of soil such as sodic, light & saline soil. Although, it gives good result in moderately heavy loam to sandy soils having neutral to saline response as well as moderate fertility. Acidic soils are not suitable for barley cultivation.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding field preparation of  Barley(Jow) crop?,Carry out ploughing 2-3 times properly to make the land weed free. Before sowing crop land must be properly prepared smooth till fine tilth. Ploughing should be followed by 2-3 harrowing to conserved moisture in soil. The stubbles and roots of earlier crop should be hand-picked up and dash out of the ground as it attracts termites.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding spacing of  Barley(Jow) crop?,"Spacing:Use row to row spacing of 22.5 cm. In case of delay sowing, use spacing of 18-20 cm.
   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding sowing depth of  Barley(Jow) crop?,Sowing Depth:Use depth of 3-5 cm for crop under irrigated conditions and 5-8 cm depth for rainfed conditions.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding harvesting of  Barley(Jow) crop?,Crop matures at end of March or April depending upon variety use. To avoid over ripening avoid delay in harvesting. The right stage for harvesting is when moisture in grain reaches to 25-30%. For manual harvesting use serrate edge sickles. Store in dry place after harvesting.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding post harvesting of  Barley(Jow) crop?, Use for malting purpose.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Cultural Practices,Information Regarding method of sowing of  Barley(Jow) crop?,"Method of sowing:For sowing use broadcasting and seed drill method.


  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Water Management,Information Regarding water management of  Barley(Jow) crop?,"For barley, two or three irrigation are required during its life cycle. Avoid water stress during jointing, booting and heading stage. Moisture stress at this stage will lead to loss in yield. To optimize yield, soil moisture levels should remain above 50% of available moisture in the active root zone from seeding to the soft dough stage.

Apply first irrigation at crown root initiation i.e 25 to 30 days after sowing. At panicle emergence stage applies second irrigation.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Weed Management,Information Regarding weed management of  Barley(Jow) crop?,"In initial stage of crop, weed control is necessary to obtained good crop growth along with good yield. Broad and narrow leaves are two major weeds in barley. To control broad leaf weed, apply post emergence weedicide 2,4-D@250 gm/100 Ltr of water per acre, 30-35 days after sowing.
To control narrow leaf weeds use Isoproturon 75%WP@500 gm/100 Ltr of water or Pendimethalin 30% EC@1.4 Ltr/100 ltr water for one acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Fertilizer Uses,Information Regarding fertilizer uses of  Barley(Jow) crop?,"Apply fertilizer dose of N:P:K@25:12:6 kg/acre in term of Urea@55 kg/acre, SSP@75 kg/acre and MOP@10 kg/acre.
Apply full dose of phosphorus and potash at time of sowing as a basal application whereas give nitrogen dose before giving pre-sowing irrigation.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Varieties,Information Regarding Barley(Jow) improved varieties?,"PL 891: It is a huskless variety. Sattu, Flakes. Dalia, flour can be made from this variety. It gives an average yield of 16.8qtl/acre.

DWRB 123: It is suitable for making beer products. It gives an avergae yield of 19.4qtl/acre.

PL 419: This variety suitable under rainfed condition. It has broad upright leaves. Plant height is 80 cm. Resistant to yellow rust and smuts has thin husked bold seeds. Matures in 130 days. Gives average yield of 14 qtl/acre.

PL 172: Suitable for throughout Punjab state under irrigated condition. It is six row semi dwarf variety. Resistant to lodging. It is suitable for malting. It matures in 124 days. It gives average yield of 14 qtl/acre.

PL 807: Medium broad and upright leaves. It is highly resistive to lodging. Ears are dense and erect. Grains are of medium and light yellow color. It is resistant to brown rust, yellow rust and loose rust. Ready to harvest in 137 days. Give average yield of 17.2 qtl/acre.

DWRUB52: This variety is having profuse tillering. Plant height is about 101 cm. Ears are dense, erect, arrow shaped and of medium size. It is resistant to brown rust, yellow rust and loose rust, covered smut and leaf blight disease. Give average yield of 17.3 qtl/acre.

VJM 201: Two variety having narrow and upright leaves. Plant height is of 118 cm. this variety prone to less lodging. Ears are dense and tapered. Grains are bold and white with thin husk. It is resistant to brown rust, yellow rust and loose rust and stripe disease. It is suitable for brewing industry. Matures in 135 days. It gives average yield of 14.8 qtl/acre.

BH 75: Semi dwarf, early maturing variety. It gives resistant to yellow rust. It is used for malting purpose.

BH 393: Suitable for Punjab and Haryana state. It is sown under irrigated and timely sown areas.

PL 426: It is semi dwarf variety, ready to harvest in 125 days. Suitable for cultivation under irrigated areas. It gives resistant to lodging, yellow rust, loose and covered smuts. Its grains are bold. It gives average yield of 14.5 qtl/acre.

Other States Variety::

RD 2035, BCU 73, DWRUB 64, RD 2503,PL 751, NARENDRA BARLEY 2, GETANJALI (K1149)  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Varieties,Information Regarding Barley(Jow) varietiey  PL 891?,"PL 891: It is a huskless variety. Sattu, Flakes. Dalia, flour can be made from this variety. It gives an average yield of 16.8qtl/acre.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Varieties,Information Regarding Barley(Jow) varietiey  DWRB 123?,"DWRB 123: It is suitable for making beer products. It gives an avergae yield of 19.4qtl/acre.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Cereals,Barley(Jow),Varieties,Information Regarding Barley(Jow) varietiey  PL 419?,"PL 419: This variety suitable under rainfed condition. It has broad upright leaves. Plant height is 80 cm. Resistant to yellow rust and smuts has thin husked bold seeds. Matures in 130 days. Gives average yield of 14 qtl/acre.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
